Orthogroup	Stichodactyla_haddoni_longest_pep	Sanderia_malayensis_longest_pep
OG0008107	Shad_tr2895_c0_g1_i1.p1	Sama_DN12754_c0_g1_i1.p1
OG0008108	Shad_tr31650_c0_g2_i2.p1	Sama_DN3847_c0_g1_i1.p1
OG0008109	Shad_tr1668_c0_g3_i3.p1	Sama_DN13539_c0_g1_i1.p1
OG0008110	Shad_tr12498_c0_g1_i3.p1	Sama_DN2627_c0_g1_i1.p1
OG0008111	Shad_tr314_c0_g3_i1.p1	Sama_DN4060_c0_g1_i1.p1
OG0008112	Shad_tr1567_c5_g2_i1.p1	Sama_DN599_c0_g1_i1.p2
OG0008113	Shad_tr165_c21_g1_i2.p1	Sama_DN5545_c0_g1_i1.p1
OG0008114	Shad_tr31254_c0_g1_i16.p1	Sama_DN5060_c0_g1_i1.p1
OG0008115	Shad_tr17899_c0_g1_i3.p1	Sama_DN13094_c0_g1_i1.p1
OG0008117	Shad_tr15022_c0_g1_i2.p1	Sama_DN2033_c0_g1_i1.p1
OG0008118	Shad_tr38954_c0_g1_i1.p1	Sama_DN3395_c0_g1_i1.p1
OG0008119	Shad_tr61930_c0_g1_i1.p1	Sama_DN4230_c0_g1_i2.p1
OG0008120	Shad_tr9370_c1_g3_i2.p1	Sama_DN13166_c0_g1_i1.p1
OG0008121	Shad_tr93247_c0_g1_i2.p1	Sama_DN1042_c0_g1_i1.p1
OG0008123	Shad_tr7332_c0_g1_i10.p1	Sama_DN1443_c0_g2_i1.p1
OG0008124	Shad_tr2491_c0_g1_i2.p1	Sama_DN12160_c0_g1_i1.p1
OG0008125	Shad_tr66480_c0_g1_i1.p1	Sama_DN6440_c0_g1_i1.p1
OG0008126	Shad_tr8247_c0_g2_i1.p1	Sama_DN10919_c0_g1_i1.p1
OG0008127	Shad_tr31343_c0_g1_i2.p1, Shad_tr31343_c0_g2_i1.p1	Sama_DN7644_c0_g1_i1.p1
OG0008129	Shad_tr443_c9_g1_i4.p1	Sama_DN13009_c0_g1_i1.p1
OG0008130	Shad_tr4066_c0_g1_i1.p1	Sama_DN543_c0_g1_i1.p1
OG0008133	Shad_tr6352_c0_g1_i1.p1	Sama_DN11618_c0_g1_i1.p1
OG0008136	Shad_tr14090_c3_g1_i1.p1	Sama_DN1505_c1_g4_i1.p1
OG0008137	Shad_tr2305_c0_g1_i1.p1	Sama_DN1652_c0_g1_i1.p1
OG0008138	Shad_tr30753_c0_g1_i5.p1	Sama_DN11500_c0_g1_i1.p1
OG0008142	Shad_tr8033_c3_g2_i2.p1	Sama_DN13932_c0_g1_i1.p1
OG0008143	Shad_tr5184_c0_g1_i1.p1	Sama_DN912_c0_g1_i1.p1
OG0008144	Shad_tr4996_c1_g1_i6.p1	Sama_DN1389_c0_g1_i2.p1
OG0008145	Shad_tr22874_c0_g1_i1.p1	Sama_DN1314_c0_g1_i2.p1
OG0008146	Shad_tr15132_c0_g1_i8.p1	Sama_DN13489_c0_g1_i1.p1
OG0008147	Shad_tr28331_c0_g1_i8.p1	Sama_DN14214_c0_g1_i1.p1
OG0008148	Shad_tr3196_c1_g1_i1.p1	Sama_DN5651_c0_g1_i1.p1
OG0008149	Shad_tr10834_c0_g3_i1.p1	Sama_DN13895_c0_g1_i1.p1
OG0008150	Shad_tr22742_c0_g1_i7.p1	Sama_DN14124_c0_g1_i1.p1
OG0008151	Shad_tr18237_c1_g1_i2.p1	Sama_DN13349_c0_g1_i1.p1, Sama_DN12577_c0_g1_i1.p1
OG0008152	Shad_tr8211_c0_g1_i2.p1	Sama_DN12978_c0_g1_i1.p1
OG0008153	Shad_tr8445_c0_g1_i5.p1	Sama_DN1623_c0_g1_i1.p1
OG0008154	Shad_tr31199_c0_g1_i10.p1	Sama_DN11180_c0_g1_i1.p1
OG0008155	Shad_tr1232_c2_g2_i1.p1	Sama_DN2362_c0_g1_i1.p1
OG0008157	Shad_tr14838_c0_g1_i4.p1	Sama_DN1293_c0_g1_i1.p1
OG0008159	Shad_tr91976_c0_g1_i1.p1	Sama_DN13112_c0_g1_i1.p1
OG0008160	Shad_tr18267_c0_g1_i2.p1	Sama_DN11076_c0_g1_i1.p1
OG0008162	Shad_tr4442_c0_g1_i15.p1	Sama_DN2731_c0_g1_i2.p1
OG0008163	Shad_tr5261_c0_g1_i1.p1	Sama_DN11784_c0_g1_i1.p1
OG0008164	Shad_tr4578_c2_g1_i6.p1	Sama_DN2675_c0_g1_i2.p1
OG0008166	Shad_tr2090_c0_g1_i1.p1	Sama_DN1712_c0_g2_i1.p1
OG0008167	Shad_tr33433_c1_g1_i1.p1	Sama_DN1738_c0_g2_i2.p1
OG0008169	Shad_tr4348_c0_g2_i1.p1	Sama_DN1645_c0_g1_i1.p1
OG0008170	Shad_tr3299_c3_g1_i2.p1	Sama_DN2489_c0_g1_i2.p1
OG0008172	Shad_tr7872_c1_g1_i4.p1	Sama_DN1568_c0_g1_i1.p1
OG0008173	Shad_tr11387_c1_g1_i2.p1	Sama_DN1133_c0_g1_i1.p1
OG0008174	Shad_tr515_c5_g2_i1.p1	Sama_DN10493_c0_g1_i1.p1
OG0008175	Shad_tr5696_c1_g1_i1.p1	Sama_DN11043_c0_g1_i1.p1
OG0008177	Shad_tr6614_c1_g2_i1.p1	Sama_DN101_c0_g1_i1.p1
OG0008178	Shad_tr5308_c0_g1_i5.p1	Sama_DN10417_c0_g1_i1.p1
OG0008179	Shad_tr1614_c3_g1_i1.p1	Sama_DN1534_c0_g1_i1.p1
OG0008180	Shad_tr402_c0_g1_i1.p1	Sama_DN7162_c0_g1_i1.p1
OG0008183	Shad_tr12506_c2_g1_i1.p1	Sama_DN13453_c0_g1_i1.p1
OG0008184	Shad_tr14508_c0_g1_i1.p1	Sama_DN9150_c0_g1_i1.p1
OG0008185	Shad_tr22763_c0_g1_i1.p1	Sama_DN7204_c0_g1_i1.p1
OG0008186	Shad_tr7777_c0_g1_i1.p1	Sama_DN6245_c0_g1_i1.p1
OG0008187	Shad_tr13254_c0_g2_i1.p1	Sama_DN8866_c0_g1_i1.p1
OG0008188	Shad_tr20641_c6_g1_i1.p1	Sama_DN5931_c0_g1_i1.p1
OG0008189	Shad_tr1115_c0_g1_i7.p1	Sama_DN1262_c0_g1_i1.p1
OG0008191	Shad_tr23713_c0_g1_i5.p1	Sama_DN11006_c0_g1_i1.p1
OG0008192	Shad_tr2275_c0_g1_i2.p1	Sama_DN1896_c0_g1_i1.p1
OG0008193	Shad_tr1336_c2_g1_i1.p1	Sama_DN14195_c0_g1_i1.p1
OG0008194	Shad_tr5149_c0_g1_i3.p1	Sama_DN611_c0_g1_i1.p1
OG0008195	Shad_tr27575_c2_g1_i6.p1	Sama_DN12165_c0_g1_i1.p1
OG0008196	Shad_tr10307_c0_g1_i4.p1	Sama_DN2085_c0_g2_i1.p1
OG0008197	Shad_tr5693_c0_g3_i4.p1	Sama_DN12185_c0_g1_i1.p1
OG0008198	Shad_tr7026_c0_g1_i1.p1	Sama_DN11141_c0_g1_i1.p1
OG0008199	Shad_tr3125_c0_g1_i3.p1	Sama_DN2092_c0_g1_i1.p1
OG0008200	Shad_tr1787_c3_g1_i1.p1	Sama_DN688_c0_g1_i1.p1
OG0008202	Shad_tr4934_c0_g1_i1.p1	Sama_DN7054_c0_g1_i1.p1
OG0008203	Shad_tr33752_c0_g1_i3.p1	Sama_DN13485_c0_g1_i1.p1
OG0008204	Shad_tr64194_c0_g1_i1.p1	Sama_DN1485_c0_g1_i1.p1
OG0008205	Shad_tr3924_c0_g1_i2.p1	Sama_DN12832_c0_g1_i1.p1
OG0008206	Shad_tr9370_c0_g1_i2.p2	Sama_DN342_c0_g2_i1.p1
OG0008208	Shad_tr2917_c0_g1_i7.p1	Sama_DN2274_c0_g1_i1.p1
OG0008209	Shad_tr12874_c0_g1_i2.p1	Sama_DN7661_c0_g1_i1.p1
OG0008210	Shad_tr5524_c0_g1_i1.p1	Sama_DN5278_c0_g2_i2.p1
OG0008211	Shad_tr20469_c1_g4_i1.p1	Sama_DN10978_c0_g1_i1.p1
OG0008216	Shad_tr27_c5_g2_i1.p1	Sama_DN2229_c0_g1_i1.p1
OG0008217	Shad_tr1184_c2_g1_i2.p1	Sama_DN12536_c0_g1_i1.p1
OG0008218	Shad_tr1724_c0_g2_i1.p1	Sama_DN1724_c0_g1_i1.p1
OG0008219	Shad_tr105968_c0_g1_i1.p1	Sama_DN1470_c0_g1_i1.p1
OG0008222	Shad_tr69701_c0_g1_i2.p1	Sama_DN13783_c0_g1_i1.p1
OG0008224	Shad_tr1241_c0_g1_i2.p1	Sama_DN1733_c0_g1_i1.p1
OG0008226	Shad_tr2522_c0_g3_i1.p1	Sama_DN12473_c0_g1_i1.p1
OG0008227	Shad_tr2718_c0_g3_i1.p1	Sama_DN4952_c0_g1_i1.p1
OG0008228	Shad_tr5569_c0_g1_i1.p1	Sama_DN13134_c0_g1_i1.p1
OG0008229	Shad_tr24003_c0_g1_i6.p1	Sama_DN623_c0_g1_i1.p1
OG0008230	Shad_tr66117_c0_g1_i1.p1	Sama_DN1749_c0_g1_i1.p1
OG0008231	Shad_tr36958_c0_g1_i1.p1	Sama_DN9033_c0_g1_i1.p1
OG0008234	Shad_tr27151_c0_g1_i11.p1	Sama_DN758_c0_g1_i1.p1
OG0008236	Shad_tr40455_c1_g2_i1.p1	Sama_DN11480_c0_g1_i1.p1
OG0008237	Shad_tr9564_c0_g1_i7.p1	Sama_DN13874_c0_g1_i1.p1
OG0008239	Shad_tr13641_c0_g4_i1.p1	Sama_DN6433_c0_g1_i1.p1, Sama_DN12308_c0_g1_i1.p1
OG0008240	Shad_tr98632_c0_g1_i1.p1	Sama_DN12452_c0_g1_i1.p1
OG0008241	Shad_tr7652_c0_g1_i6.p1	Sama_DN13442_c0_g1_i1.p1
OG0008243	Shad_tr36098_c0_g1_i4.p1	Sama_DN1153_c0_g1_i1.p1
OG0008244	Shad_tr35829_c3_g1_i1.p1	Sama_DN3400_c0_g1_i1.p1
OG0008245	Shad_tr1702_c0_g1_i2.p1	Sama_DN5945_c0_g1_i1.p1
OG0008248	Shad_tr9954_c0_g1_i1.p1	Sama_DN3486_c0_g1_i1.p1
OG0008249	Shad_tr31638_c0_g1_i2.p1	Sama_DN11645_c0_g1_i1.p1
OG0008250	Shad_tr8134_c1_g1_i1.p1	Sama_DN13057_c0_g1_i1.p1
OG0008252	Shad_tr13718_c1_g1_i1.p1	Sama_DN10925_c0_g1_i1.p1
OG0008253	Shad_tr7416_c0_g1_i3.p1	Sama_DN769_c0_g1_i1.p1
OG0008254	Shad_tr61618_c0_g1_i1.p1	Sama_DN7440_c0_g2_i1.p1
OG0008256	Shad_tr927_c6_g1_i1.p1	Sama_DN1148_c3_g1_i1.p1
OG0008257	Shad_tr73187_c0_g1_i1.p1	Sama_DN5278_c0_g1_i1.p1
OG0008258	Shad_tr14496_c0_g1_i1.p1	Sama_DN1669_c0_g1_i1.p1
OG0008259	Shad_tr6448_c0_g2_i1.p1	Sama_DN12123_c0_g1_i1.p1
OG0008261	Shad_tr9985_c4_g2_i1.p1	Sama_DN14082_c0_g1_i1.p1
OG0008263	Shad_tr5434_c0_g1_i3.p1	Sama_DN11062_c0_g1_i1.p1
OG0008265	Shad_tr986_c1_g1_i4.p1	Sama_DN13956_c0_g1_i1.p1
OG0008266	Shad_tr27737_c0_g1_i1.p1	Sama_DN13320_c0_g1_i1.p1
OG0008267	Shad_tr12390_c0_g1_i3.p1	Sama_DN12836_c0_g1_i1.p1
OG0008268	Shad_tr6639_c0_g2_i1.p1	Sama_DN4252_c0_g1_i2.p1
OG0008269	Shad_tr18946_c0_g1_i2.p1	Sama_DN14059_c0_g1_i1.p1
OG0008271	Shad_tr68799_c0_g1_i1.p1	Sama_DN379_c0_g1_i4.p1
OG0008272	Shad_tr6913_c1_g1_i3.p1	Sama_DN179_c0_g1_i4.p1
OG0008273	Shad_tr35731_c0_g1_i2.p1	Sama_DN941_c0_g1_i1.p1
OG0008274	Shad_tr312_c0_g2_i1.p1	Sama_DN1361_c0_g1_i1.p1
OG0008275	Shad_tr935_c0_g1_i1.p1	Sama_DN433_c0_g1_i1.p1
OG0008276	Shad_tr31197_c0_g1_i1.p1	Sama_DN4212_c0_g1_i1.p1
OG0008277	Shad_tr24751_c0_g1_i6.p1	Sama_DN5843_c0_g1_i1.p1
OG0008278	Shad_tr29385_c0_g1_i2.p1	Sama_DN1300_c0_g1_i1.p1
OG0008280	Shad_tr8072_c0_g1_i2.p1	Sama_DN2001_c0_g1_i1.p1
OG0008281	Shad_tr35793_c0_g1_i1.p1	Sama_DN7353_c0_g1_i2.p1
OG0008282	Shad_tr9401_c0_g1_i4.p1	Sama_DN12348_c0_g1_i1.p1
OG0008283	Shad_tr18533_c0_g1_i3.p1	Sama_DN3469_c0_g1_i1.p1
OG0008284	Shad_tr7961_c0_g1_i11.p1	Sama_DN10779_c0_g1_i1.p1
OG0008285	Shad_tr226_c4_g2_i2.p1	Sama_DN13426_c0_g1_i1.p1
OG0008286	Shad_tr88620_c0_g1_i1.p1	Sama_DN3913_c0_g1_i1.p1
OG0008288	Shad_tr5061_c1_g1_i1.p1	Sama_DN1954_c0_g1_i1.p1
OG0008289	Shad_tr15564_c0_g1_i10.p1	Sama_DN3599_c0_g1_i1.p1
OG0008290	Shad_tr40612_c0_g1_i2.p1	Sama_DN2084_c0_g1_i2.p1
OG0008292	Shad_tr7544_c0_g1_i7.p1	Sama_DN2671_c0_g1_i2.p1
OG0008293	Shad_tr16704_c0_g4_i1.p1	Sama_DN13502_c0_g1_i1.p1
OG0008294	Shad_tr817_c12_g1_i1.p1	Sama_DN11130_c0_g1_i1.p1
OG0008295	Shad_tr95233_c0_g1_i1.p1	Sama_DN4628_c0_g1_i1.p1, Sama_DN11261_c0_g1_i1.p1
OG0008296	Shad_tr68775_c0_g1_i1.p1	Sama_DN2662_c0_g1_i1.p1
OG0008297	Shad_tr8374_c2_g1_i2.p1	Sama_DN13449_c0_g1_i1.p1
OG0008298	Shad_tr12633_c0_g3_i2.p1	Sama_DN624_c0_g1_i1.p1
OG0008300	Shad_tr16368_c2_g1_i4.p1	Sama_DN11766_c0_g1_i1.p1
OG0008301	Shad_tr5146_c0_g1_i2.p1	Sama_DN7632_c0_g1_i1.p1
OG0008302	Shad_tr6143_c1_g1_i1.p1	Sama_DN4752_c0_g1_i1.p1
OG0008304	Shad_tr3451_c0_g1_i1.p1	Sama_DN380_c0_g2_i2.p2
OG0008305	Shad_tr22851_c0_g1_i1.p1	Sama_DN11000_c0_g1_i1.p1
OG0008306	Shad_tr54047_c0_g1_i1.p1	Sama_DN7433_c0_g1_i1.p1
OG0008307	Shad_tr8114_c1_g2_i1.p1	Sama_DN12657_c0_g1_i1.p1
OG0008308	Shad_tr3776_c0_g1_i1.p1	Sama_DN969_c0_g1_i1.p1
OG0008309	Shad_tr14231_c0_g1_i2.p1	Sama_DN12548_c0_g1_i1.p1
OG0008311	Shad_tr3363_c0_g1_i3.p1	Sama_DN258_c0_g1_i1.p1
OG0008312	Shad_tr18505_c0_g1_i6.p1	Sama_DN1402_c0_g1_i1.p1
OG0008313	Shad_tr13061_c0_g1_i2.p1	Sama_DN12393_c0_g1_i1.p1
OG0008315	Shad_tr16814_c0_g1_i1.p1	Sama_DN3945_c0_g1_i1.p1
OG0008318	Shad_tr14546_c0_g2_i2.p1	Sama_DN13746_c0_g1_i1.p1
OG0008320	Shad_tr15549_c0_g1_i1.p1	Sama_DN3537_c0_g1_i1.p1
OG0008321	Shad_tr19685_c0_g1_i2.p1	Sama_DN500_c0_g1_i1.p1
OG0008322	Shad_tr2599_c0_g1_i1.p1	Sama_DN11110_c0_g1_i1.p1
OG0008324	Shad_tr19299_c0_g2_i1.p1	Sama_DN13625_c0_g1_i1.p1
OG0008326	Shad_tr34658_c0_g1_i1.p1	Sama_DN6748_c0_g1_i1.p1
OG0008327	Shad_tr3821_c0_g1_i7.p1	Sama_DN8880_c0_g2_i1.p1
OG0008330	Shad_tr18729_c0_g1_i1.p1	Sama_DN14174_c0_g1_i1.p1
OG0008331	Shad_tr986_c3_g1_i1.p1	Sama_DN12271_c0_g1_i1.p1
OG0008332	Shad_tr15526_c0_g1_i1.p1	Sama_DN12714_c0_g1_i1.p1
OG0008333	Shad_tr15696_c0_g1_i2.p1	Sama_DN1618_c0_g1_i1.p1
OG0008334	Shad_tr10637_c0_g2_i1.p1, Shad_tr10637_c0_g1_i1.p1	Sama_DN11644_c0_g1_i1.p1
OG0008338	Shad_tr30612_c0_g1_i2.p1	Sama_DN12156_c0_g1_i1.p1
OG0008339	Shad_tr95606_c0_g1_i1.p1	Sama_DN13363_c0_g1_i1.p1
OG0008341	Shad_tr39307_c0_g2_i1.p1	Sama_DN933_c0_g1_i1.p1
OG0008343	Shad_tr32516_c0_g1_i1.p1, Shad_tr72712_c0_g1_i2.p1	Sama_DN7077_c0_g1_i1.p1
OG0008344	Shad_tr4190_c1_g1_i2.p1	Sama_DN4596_c0_g1_i2.p1
OG0008345	Shad_tr14895_c0_g1_i1.p2	Sama_DN2574_c0_g1_i1.p1
OG0008346	Shad_tr11669_c0_g1_i4.p1	Sama_DN14226_c0_g1_i1.p1
OG0008347	Shad_tr19832_c0_g2_i1.p1	Sama_DN5465_c0_g1_i1.p1
OG0008349	Shad_tr7278_c0_g1_i1.p1	Sama_DN2774_c0_g1_i1.p1
OG0008350	Shad_tr88678_c0_g1_i1.p2	Sama_DN1721_c0_g1_i2.p2
OG0008352	Shad_tr87302_c0_g1_i1.p1	Sama_DN1224_c0_g1_i1.p1
OG0008353	Shad_tr17143_c0_g1_i2.p1	Sama_DN9320_c0_g1_i1.p2
OG0008354	Shad_tr30161_c1_g1_i1.p1	Sama_DN6361_c0_g1_i1.p1
OG0008356	Shad_tr13015_c0_g4_i1.p1	Sama_DN6284_c0_g1_i1.p1
OG0008357	Shad_tr5865_c0_g1_i4.p1	Sama_DN13151_c0_g1_i1.p1
OG0008359	Shad_tr24530_c0_g2_i2.p1	Sama_DN2410_c0_g1_i1.p1
OG0008361	Shad_tr6683_c2_g1_i2.p1	Sama_DN12321_c0_g1_i1.p1
OG0008362	Shad_tr67880_c0_g1_i1.p1	Sama_DN11042_c0_g1_i1.p1
OG0008364	Shad_tr10016_c0_g2_i3.p1	Sama_DN2697_c0_g1_i1.p1
OG0008366	Shad_tr49968_c0_g1_i1.p1	Sama_DN4951_c0_g1_i1.p1
OG0008367	Shad_tr15076_c2_g1_i1.p1	Sama_DN5636_c0_g1_i1.p1
OG0008370	Shad_tr2252_c0_g1_i1.p1	Sama_DN13358_c0_g1_i1.p1
OG0008372	Shad_tr35581_c1_g1_i2.p1	Sama_DN2046_c0_g1_i1.p1, Sama_DN9194_c0_g1_i1.p1
OG0008373	Shad_tr3446_c2_g2_i1.p1	Sama_DN14258_c0_g1_i1.p1
OG0008376	Shad_tr6298_c0_g4_i2.p1	Sama_DN2407_c0_g1_i1.p1
OG0008380	Shad_tr6143_c1_g5_i1.p1	Sama_DN4088_c0_g1_i1.p1
OG0008382	Shad_tr19305_c0_g1_i1.p1	Sama_DN1136_c0_g1_i1.p1
OG0008383	Shad_tr6492_c0_g1_i7.p1	Sama_DN2175_c0_g1_i3.p1
OG0008384	Shad_tr47976_c0_g1_i1.p1	Sama_DN12614_c0_g1_i1.p1
OG0008384	Shad_tr2281_c1_g1_i6.p1	Sama_DN12066_c0_g1_i1.p1
OG0008385	Shad_tr3122_c1_g1_i1.p1	Sama_DN131_c3_g1_i1.p1
OG0008386	Shad_tr6816_c0_g1_i2.p1	Sama_DN12_c0_g1_i1.p1
OG0008390	Shad_tr9054_c2_g1_i6.p1	Sama_DN1740_c0_g1_i1.p1
OG0008391	Shad_tr3833_c5_g1_i1.p1	Sama_DN913_c0_g2_i1.p1
OG0008392	Shad_tr24872_c2_g1_i1.p1	Sama_DN13838_c0_g1_i1.p1
OG0008393	Shad_tr12500_c0_g2_i2.p1	Sama_DN7265_c0_g1_i1.p1
OG0008394	Shad_tr6314_c1_g1_i2.p1	Sama_DN146_c0_g1_i1.p1
OG0008395	Shad_tr1260_c3_g1_i6.p1	Sama_DN2762_c0_g1_i1.p1
OG0008396	Shad_tr5672_c1_g1_i1.p1	Sama_DN2664_c0_g1_i1.p1
OG0008398	Shad_tr6981_c0_g1_i3.p1	Sama_DN1651_c0_g1_i2.p1
OG0008399	Shad_tr21535_c1_g1_i1.p1	Sama_DN8597_c0_g1_i1.p1
OG0008400	Shad_tr6456_c0_g1_i2.p1	Sama_DN4477_c0_g1_i1.p1
OG0008401	Shad_tr8129_c0_g2_i1.p1	Sama_DN3735_c0_g1_i1.p1
OG0008402	Shad_tr12799_c0_g1_i2.p1	Sama_DN2429_c0_g1_i1.p1
OG0008404	Shad_tr8406_c0_g1_i2.p1	Sama_DN1294_c0_g1_i1.p1
OG0008405	Shad_tr451_c13_g1_i4.p1	Sama_DN4590_c0_g1_i1.p1
OG0008406	Shad_tr12235_c0_g1_i1.p1	Sama_DN1459_c0_g1_i2.p1
OG0008407	Shad_tr15240_c0_g1_i2.p1	Sama_DN3242_c0_g1_i1.p1
OG0008408	Shad_tr9714_c0_g2_i1.p1	Sama_DN2087_c0_g1_i1.p1
OG0008409	Shad_tr2133_c0_g1_i2.p1	Sama_DN402_c0_g1_i1.p1
OG0008410	Shad_tr1820_c0_g1_i4.p1	Sama_DN4875_c0_g1_i1.p1
OG0008411	Shad_tr8733_c5_g1_i1.p1	Sama_DN5056_c0_g1_i1.p1
OG0008412	Shad_tr23356_c0_g1_i4.p1	Sama_DN8534_c0_g1_i1.p1
OG0008413	Shad_tr818_c25_g1_i1.p1	Sama_DN626_c0_g1_i4.p1
OG0008414	Shad_tr3734_c6_g1_i1.p1	Sama_DN12244_c0_g1_i1.p1
OG0008415	Shad_tr1394_c0_g1_i8.p1	Sama_DN13291_c0_g1_i1.p1
OG0008416	Shad_tr87669_c0_g1_i1.p1	Sama_DN10893_c0_g1_i1.p1
OG0008417	Shad_tr38777_c0_g1_i1.p1	Sama_DN10812_c0_g1_i1.p1
OG0008418	Shad_tr25571_c2_g3_i6.p1	Sama_DN1796_c0_g1_i2.p1
OG0008419	Shad_tr37012_c0_g1_i1.p1	Sama_DN10861_c0_g1_i1.p1
OG0008421	Shad_tr14493_c1_g1_i2.p1	Sama_DN1460_c0_g1_i2.p1
OG0008422	Shad_tr14621_c0_g1_i1.p1	Sama_DN6359_c0_g1_i1.p1
OG0008424	Shad_tr585_c38_g1_i1.p1	Sama_DN647_c0_g1_i1.p1
OG0008427	Shad_tr12679_c0_g1_i2.p1	Sama_DN13290_c0_g1_i1.p1
OG0008428	Shad_tr3037_c0_g1_i11.p1	Sama_DN2563_c0_g1_i1.p1
OG0008429	Shad_tr2629_c0_g1_i2.p1	Sama_DN584_c0_g2_i1.p1
OG0008430	Shad_tr7336_c0_g2_i1.p1	Sama_DN2060_c0_g1_i1.p1
OG0008431	Shad_tr19816_c0_g1_i6.p1	Sama_DN6355_c0_g1_i1.p1
OG0008432	Shad_tr25492_c3_g1_i1.p1	Sama_DN12792_c0_g1_i1.p1
OG0008433	Shad_tr28551_c0_g1_i7.p1	Sama_DN4018_c0_g1_i1.p1
OG0008434	Shad_tr58740_c0_g1_i1.p1, Shad_tr4933_c0_g2_i2.p1	Sama_DN1752_c0_g1_i1.p1
OG0008435	Shad_tr3967_c1_g1_i3.p1	Sama_DN13594_c0_g1_i1.p1
OG0008436	Shad_tr2161_c12_g1_i4.p1	Sama_DN604_c0_g1_i1.p1
OG0008437	Shad_tr19605_c0_g1_i3.p1	Sama_DN12811_c0_g1_i1.p1
OG0008438	Shad_tr88573_c0_g1_i1.p1	Sama_DN2266_c0_g1_i1.p1
OG0008440	Shad_tr30437_c0_g1_i1.p1	Sama_DN2879_c0_g2_i2.p1
OG0008442	Shad_tr19355_c0_g1_i1.p1	Sama_DN3611_c0_g1_i2.p1
OG0008443	Shad_tr3723_c0_g1_i5.p1	Sama_DN2445_c0_g1_i1.p1
OG0008444	Shad_tr4600_c2_g1_i2.p1	Sama_DN11950_c0_g1_i1.p1
OG0008445	Shad_tr39_c1_g1_i1.p1	Sama_DN13441_c0_g1_i1.p1
OG0008447	Shad_tr3629_c4_g1_i2.p1	Sama_DN1134_c0_g1_i1.p1
OG0008448	Shad_tr15718_c1_g2_i3.p1	Sama_DN1746_c0_g2_i2.p1
OG0008450	Shad_tr128_c4_g2_i1.p1	Sama_DN12570_c0_g1_i1.p1
OG0008453	Shad_tr2576_c2_g1_i1.p1	Sama_DN7452_c0_g1_i1.p2
OG0008454	Shad_tr10691_c1_g1_i1.p1	Sama_DN12812_c0_g1_i1.p1
OG0008455	Shad_tr5827_c0_g1_i1.p1	Sama_DN12079_c0_g1_i1.p2
OG0008458	Shad_tr15119_c1_g1_i1.p1	Sama_DN13827_c0_g1_i1.p1
OG0008459	Shad_tr23393_c0_g1_i2.p1	Sama_DN10894_c0_g1_i1.p1
OG0008460	Shad_tr6212_c0_g1_i3.p1	Sama_DN3776_c0_g1_i1.p1
OG0008462	Shad_tr12232_c2_g1_i1.p2	Sama_DN8166_c0_g1_i1.p1
OG0008463	Shad_tr3830_c0_g1_i1.p1	Sama_DN3183_c0_g1_i4.p1
OG0008465	Shad_tr451_c10_g1_i2.p1	Sama_DN1684_c0_g1_i1.p1
OG0008466	Shad_tr7892_c0_g1_i3.p1	Sama_DN13406_c0_g1_i1.p1
OG0008468	Shad_tr14517_c5_g1_i1.p1	Sama_DN4929_c0_g1_i1.p1
OG0008471	Shad_tr9096_c1_g1_i1.p1	Sama_DN6800_c0_g1_i1.p1, Sama_DN6800_c0_g2_i1.p1
OG0008475	Shad_tr806_c0_g1_i1.p1	Sama_DN1255_c0_g1_i1.p1
OG0008476	Shad_tr9412_c0_g1_i1.p1	Sama_DN11846_c0_g1_i1.p1
OG0008483	Shad_tr2473_c0_g3_i4.p1	Sama_DN7926_c0_g1_i2.p1
OG0008491	Shad_tr106228_c0_g1_i1.p1, Shad_tr58297_c0_g1_i2.p1, Shad_tr54337_c0_g1_i1.p1, Shad_tr69877_c0_g1_i1.p1	Sama_DN5841_c0_g1_i1.p1
OG0008519	Shad_tr388_c12_g2_i2.p1	Sama_DN792_c0_g1_i3.p1
OG0008534	Shad_tr3906_c0_g1_i6.p1	Sama_DN646_c0_g1_i4.p1
OG0008537	Shad_tr13842_c0_g1_i10.p1	Sama_DN3704_c0_g1_i1.p1
OG0008540	Shad_tr16123_c1_g2_i2.p1	Sama_DN2101_c0_g2_i1.p1
OG0008542	Shad_tr980_c6_g1_i2.p1	Sama_DN3397_c0_g1_i1.p1
OG0008545	Shad_tr100261_c0_g1_i1.p1, Shad_tr93826_c0_g1_i1.p1	Sama_DN13353_c0_g1_i1.p1
OG0008555	Shad_tr10600_c0_g1_i11.p1	Sama_DN1398_c0_g1_i1.p1
OG0008557	Shad_tr20949_c0_g1_i2.p1	Sama_DN8048_c0_g1_i2.p1
OG0008558	Shad_tr46898_c0_g1_i1.p1	Sama_DN4566_c0_g2_i1.p1
OG0008560	Shad_tr20932_c0_g1_i4.p1	Sama_DN4950_c0_g1_i2.p1
OG0008566	Shad_tr17674_c0_g2_i12.p1	Sama_DN14314_c0_g1_i1.p1
OG0008570	Shad_tr71_c0_g1_i2.p1	Sama_DN192_c1_g1_i1.p1
OG0008573	Shad_tr16429_c0_g1_i14.p1	Sama_DN8381_c0_g1_i1.p1, Sama_DN8381_c0_g2_i1.p1
OG0008574	Shad_tr10986_c0_g1_i19.p1	Sama_DN9479_c0_g1_i2.p1
OG0008576	Shad_tr482_c0_g1_i4.p1	Sama_DN3755_c0_g1_i1.p1
