Orthogroup	Stichodactyla_haddoni_longest_pep	Hydra_vulgaris_longest_pep
OG0010480	Shad_tr13126_c0_g3_i2.p1	Hyva_DN12630_c0_g1_i3.p1
OG0010484	Shad_tr31401_c1_g1_i2.p1	Hyva_DN5755_c0_g1_i1.p1
OG0010487	Shad_tr16854_c0_g2_i1.p1	Hyva_DN9620_c0_g1_i1.p1
OG0010489	Shad_tr105398_c0_g1_i1.p1	Hyva_DN3320_c0_g1_i1.p1
OG0010490	Shad_tr105120_c0_g1_i1.p1	Hyva_DN4903_c0_g1_i2.p1
OG0010492	Shad_tr6959_c0_g3_i1.p1	Hyva_DN23926_c0_g1_i1.p1, Hyva_DN1337_c0_g1_i1.p1
OG0010493	Shad_tr19895_c0_g2_i1.p1	Hyva_DN1049_c0_g2_i5.p1
OG0010498	Shad_tr42470_c0_g1_i2.p1	Hyva_DN887_c0_g2_i3.p1
OG0010499	Shad_tr7334_c11_g1_i1.p1	Hyva_DN2408_c0_g1_i2.p1
OG0010501	Shad_tr28417_c0_g1_i1.p1	Hyva_DN5608_c0_g1_i2.p1
OG0010502	Shad_tr34245_c0_g1_i1.p1	Hyva_DN9974_c0_g1_i1.p1
OG0010505	Shad_tr3301_c0_g1_i3.p1	Hyva_DN638_c0_g1_i1.p1
OG0010511	Shad_tr10629_c0_g1_i2.p1	Hyva_DN2802_c0_g1_i2.p1, Hyva_DN6194_c0_g1_i2.p1
OG0010512	Shad_tr10831_c0_g1_i2.p1	Hyva_DN7663_c0_g1_i1.p1
OG0010513	Shad_tr18510_c0_g2_i3.p2	Hyva_DN3081_c0_g1_i1.p1
OG0010514	Shad_tr20738_c2_g1_i7.p1	Hyva_DN2246_c0_g1_i2.p1
OG0010515	Shad_tr7654_c0_g1_i2.p1	Hyva_DN12595_c0_g1_i7.p1
OG0010516	Shad_tr14970_c0_g1_i2.p1	Hyva_DN3334_c0_g1_i1.p1
OG0010518	Shad_tr12626_c0_g1_i8.p1	Hyva_DN3562_c0_g1_i1.p1
OG0010519	Shad_tr13273_c0_g1_i1.p1	Hyva_DN8547_c0_g2_i4.p1
OG0010520	Shad_tr91393_c0_g1_i1.p1	Hyva_DN1696_c0_g1_i1.p1
OG0010521	Shad_tr4450_c0_g1_i2.p1	Hyva_DN6340_c0_g1_i4.p2
OG0010528	Shad_tr5671_c0_g1_i1.p1	Hyva_DN8776_c1_g1_i2.p1
OG0010532	Shad_tr12330_c0_g1_i17.p1	Hyva_DN3136_c0_g1_i1.p1
OG0010533	Shad_tr1354_c1_g2_i1.p1	Hyva_DN4765_c0_g1_i1.p1
OG0010535	Shad_tr778_c11_g1_i1.p1	Hyva_DN7862_c0_g1_i3.p1
OG0010536	Shad_tr4269_c1_g1_i3.p2	Hyva_DN3362_c0_g1_i1.p1
OG0010542	Shad_tr11898_c0_g1_i1.p1	Hyva_DN2632_c0_g1_i2.p1
OG0010543	Shad_tr5695_c2_g1_i2.p1	Hyva_DN740_c0_g2_i2.p1
OG0010544	Shad_tr24367_c0_g1_i6.p1	Hyva_DN5076_c0_g1_i2.p1
OG0010547	Shad_tr10491_c0_g1_i2.p1	Hyva_DN3635_c0_g1_i1.p1
OG0010548	Shad_tr24195_c0_g2_i3.p1	Hyva_DN2282_c0_g2_i5.p1
OG0010550	Shad_tr13824_c0_g1_i5.p1	Hyva_DN6670_c0_g1_i1.p1
OG0010551	Shad_tr3380_c2_g3_i1.p1	Hyva_DN25178_c0_g1_i1.p1
OG0010557	Shad_tr6886_c2_g1_i1.p1	Hyva_DN9365_c0_g1_i1.p1
OG0010559	Shad_tr33038_c2_g1_i4.p1	Hyva_DN3357_c0_g1_i2.p1
OG0010561	Shad_tr23916_c0_g1_i2.p1	Hyva_DN13442_c0_g1_i1.p1
OG0010562	Shad_tr25233_c0_g1_i7.p1	Hyva_DN10664_c0_g2_i3.p1
OG0010563	Shad_tr14987_c0_g1_i3.p1	Hyva_DN4381_c0_g1_i1.p1
OG0010564	Shad_tr22665_c3_g1_i4.p1	Hyva_DN7899_c0_g1_i1.p1
OG0010565	Shad_tr19694_c0_g1_i6.p1	Hyva_DN5811_c0_g1_i2.p1
OG0010568	Shad_tr30274_c0_g1_i23.p1	Hyva_DN35584_c0_g1_i1.p1
OG0010572	Shad_tr2456_c0_g1_i27.p1	Hyva_DN4132_c0_g1_i3.p1
OG0010574	Shad_tr5338_c0_g1_i1.p1	Hyva_DN7569_c0_g1_i3.p1
OG0010576	Shad_tr22946_c0_g2_i1.p1	Hyva_DN5489_c0_g1_i1.p1
OG0010577	Shad_tr10304_c0_g1_i9.p1	Hyva_DN7682_c0_g1_i5.p1
OG0010583	Shad_tr12270_c0_g1_i21.p1	Hyva_DN10145_c0_g1_i4.p1
OG0010584	Shad_tr7832_c0_g1_i3.p1	Hyva_DN670_c0_g1_i1.p1
OG0010585	Shad_tr73649_c0_g1_i1.p2	Hyva_DN6633_c0_g1_i1.p1
OG0010589	Shad_tr41049_c0_g1_i1.p1	Hyva_DN29662_c0_g1_i1.p1, Hyva_DN5021_c0_g1_i1.p1
OG0010590	Shad_tr16211_c0_g1_i14.p1	Hyva_DN29764_c0_g1_i1.p3, Hyva_DN25521_c0_g2_i1.p1
OG0010591	Shad_tr26386_c0_g1_i2.p1	Hyva_DN6952_c0_g1_i1.p1
OG0010592	Shad_tr6968_c0_g1_i9.p1	Hyva_DN6632_c1_g1_i1.p1
OG0010594	Shad_tr15704_c0_g1_i2.p1	Hyva_DN3043_c0_g1_i1.p1
OG0010595	Shad_tr8477_c0_g2_i2.p1	Hyva_DN7427_c0_g1_i2.p1
OG0010596	Shad_tr1808_c0_g1_i1.p1	Hyva_DN2554_c0_g1_i2.p1
OG0010597	Shad_tr11800_c0_g1_i1.p1	Hyva_DN36643_c0_g1_i1.p1, Hyva_DN2052_c0_g2_i2.p1
OG0010601	Shad_tr45515_c0_g1_i4.p1	Hyva_DN2955_c0_g1_i3.p1
OG0010602	Shad_tr5226_c3_g1_i3.p1	Hyva_DN25020_c0_g1_i1.p1, Hyva_DN1307_c0_g1_i3.p1
OG0010608	Shad_tr34433_c0_g1_i1.p1	Hyva_DN7442_c0_g1_i4.p1
OG0010609	Shad_tr13059_c0_g1_i1.p1, Shad_tr26916_c4_g1_i1.p1	Hyva_DN3421_c0_g1_i1.p1
OG0010610	Shad_tr7588_c0_g1_i1.p1	Hyva_DN3863_c1_g1_i1.p1
OG0010611	Shad_tr7878_c0_g1_i2.p1	Hyva_DN9649_c0_g1_i1.p1
OG0010612	Shad_tr68356_c0_g1_i1.p1	Hyva_DN2239_c0_g3_i1.p1, Hyva_DN15561_c0_g1_i1.p1
OG0010613	Shad_tr12846_c2_g1_i2.p1	Hyva_DN2661_c0_g1_i1.p1
OG0010614	Shad_tr7815_c0_g2_i1.p1	Hyva_DN3582_c0_g3_i1.p1
OG0010615	Shad_tr87303_c0_g1_i1.p1	Hyva_DN432_c0_g1_i1.p1
OG0010623	Shad_tr2773_c1_g1_i7.p1	Hyva_DN5244_c0_g1_i2.p1
OG0010624	Shad_tr40256_c1_g2_i1.p1	Hyva_DN9921_c0_g1_i3.p1
OG0010626	Shad_tr64259_c0_g1_i1.p1	Hyva_DN3714_c0_g1_i2.p1, Hyva_DN3779_c0_g1_i1.p1
OG0010627	Shad_tr10999_c0_g1_i7.p1	Hyva_DN17721_c0_g1_i1.p1, Hyva_DN1858_c0_g1_i1.p1
OG0010629	Shad_tr6464_c0_g4_i1.p1	Hyva_DN178_c0_g1_i2.p1, Hyva_DN34186_c0_g1_i1.p1
OG0010634	Shad_tr3092_c0_g1_i1.p1	Hyva_DN3485_c0_g1_i1.p1
OG0010638	Shad_tr21294_c0_g1_i2.p1	Hyva_DN11974_c0_g2_i1.p1
OG0010638	Shad_tr65796_c0_g1_i1.p1	Hyva_DN21168_c0_g1_i2.p1
OG0010640	Shad_tr61650_c0_g1_i1.p1	Hyva_DN710_c0_g1_i1.p1, Hyva_DN31010_c0_g1_i1.p1
OG0010641	Shad_tr103007_c0_g1_i1.p1	Hyva_DN15610_c0_g1_i1.p1
OG0010641	Shad_tr15873_c2_g2_i1.p1	Hyva_DN33323_c0_g1_i1.p1
OG0010643	Shad_tr3973_c0_g1_i1.p1	Hyva_DN34961_c0_g1_i1.p1
OG0010657	Shad_tr8583_c4_g2_i1.p1	Hyva_DN4625_c0_g1_i1.p1
OG0010661	Shad_tr28926_c0_g2_i1.p1, Shad_tr28926_c0_g1_i1.p1	Hyva_DN27322_c0_g1_i1.p1
OG0010665	Shad_tr90055_c0_g1_i1.p1, Shad_tr49700_c0_g1_i1.p1	Hyva_DN26892_c1_g1_i1.p1
OG0010700	Shad_tr23179_c0_g1_i1.p1	Hyva_DN7118_c0_g1_i5.p1
OG0010707	Shad_tr24396_c0_g1_i1.p1	Hyva_DN4218_c0_g1_i1.p1
OG0010720	Shad_tr4517_c1_g1_i2.p1, Shad_tr27342_c0_g1_i1.p1	Hyva_DN285_c0_g1_i8.p1
OG0010722	Shad_tr7159_c0_g2_i1.p1	Hyva_DN10396_c0_g1_i1.p1
OG0010729	Shad_tr821_c0_g1_i1.p1	Hyva_DN3086_c0_g1_i3.p1
OG0010768	Shad_tr5937_c0_g1_i10.p1	Hyva_DN12308_c0_g1_i1.p1
OG0010769	Shad_tr13460_c0_g1_i8.p1	Hyva_DN5119_c0_g1_i1.p1
OG0010770	Shad_tr9738_c1_g2_i8.p1	Hyva_DN7822_c0_g1_i2.p1
OG0010771	Shad_tr7751_c1_g1_i3.p1	Hyva_DN2213_c0_g1_i1.p1
OG0010778	Shad_tr5636_c0_g1_i6.p1, Shad_tr4872_c2_g3_i1.p1	Hyva_DN5042_c0_g1_i4.p1
OG0010802	Shad_tr13147_c0_g1_i10.p1	Hyva_DN29683_c0_g1_i1.p1
OG0010835	Shad_tr28796_c0_g1_i2.p1	Hyva_DN9905_c0_g2_i1.p1
OG0010845	Shad_tr11771_c0_g1_i6.p1	Hyva_DN24013_c0_g1_i1.p1
OG0010847	Shad_tr50691_c0_g1_i1.p1	Hyva_DN360_c0_g1_i2.p1
OG0010854	Shad_tr14808_c0_g2_i2.p1	Hyva_DN566_c0_g1_i5.p1
OG0010871	Shad_tr13106_c0_g1_i1.p1	Hyva_DN11811_c0_g1_i1.p1
OG0010872	Shad_tr29470_c0_g1_i1.p1	Hyva_DN3595_c0_g1_i4.p1
OG0010880	Shad_tr30339_c1_g1_i2.p1	Hyva_DN38025_c0_g1_i1.p1
OG0010893	Shad_tr11977_c0_g2_i2.p1	Hyva_DN10669_c0_g1_i1.p1
OG0010898	Shad_tr33359_c0_g1_i2.p1	Hyva_DN21150_c0_g1_i1.p1
OG0010902	Shad_tr44706_c0_g1_i1.p1	Hyva_DN23250_c0_g2_i1.p1, Hyva_DN6111_c0_g1_i1.p1
OG0010906	Shad_tr18718_c0_g2_i1.p1	Hyva_DN5010_c0_g1_i5.p1
OG0010907	Shad_tr35876_c1_g1_i4.p1	Hyva_DN6328_c0_g1_i1.p1
OG0010911	Shad_tr29292_c0_g1_i1.p1	Hyva_DN6311_c0_g1_i1.p1
OG0010916	Shad_tr45706_c0_g1_i1.p1, Shad_tr2210_c4_g1_i1.p1	Hyva_DN5281_c0_g1_i3.p1
OG0010924	Shad_tr20486_c4_g1_i1.p1	Hyva_DN9822_c0_g1_i1.p1
OG0010927	Shad_tr9382_c0_g1_i1.p1	Hyva_DN176_c0_g2_i1.p1
OG0010939	Shad_tr41812_c0_g1_i1.p1	Hyva_DN11795_c0_g1_i1.p1
OG0010942	Shad_tr9192_c0_g2_i1.p1	Hyva_DN6469_c1_g1_i1.p1
OG0010943	Shad_tr27758_c0_g1_i5.p1	Hyva_DN36798_c0_g1_i1.p1, Hyva_DN7640_c0_g1_i1.p1
OG0010947	Shad_tr10453_c0_g1_i3.p1	Hyva_DN1512_c0_g1_i5.p1, Hyva_DN8159_c0_g1_i3.p1
OG0010954	Shad_tr35569_c0_g1_i2.p1	Hyva_DN4326_c0_g1_i1.p1
OG0010958	Shad_tr2559_c0_g1_i4.p1	Hyva_DN22783_c0_g1_i1.p1
OG0010959	Shad_tr9523_c0_g2_i4.p1	Hyva_DN16111_c0_g1_i4.p1
OG0010964	Shad_tr78592_c0_g1_i1.p1	Hyva_DN36013_c0_g1_i1.p1
OG0010981	Shad_tr266_c1_g1_i7.p1	Hyva_DN21803_c0_g1_i1.p1
OG0010981	Shad_tr47414_c0_g1_i1.p1	Hyva_DN27942_c0_g1_i1.p1
OG0010982	Shad_tr16362_c0_g1_i2.p1	Hyva_DN36141_c0_g1_i1.p1
OG0010991	Shad_tr2538_c0_g1_i1.p1	Hyva_DN4321_c0_g1_i4.p1
OG0011000	Shad_tr16699_c1_g1_i2.p1	Hyva_DN3401_c0_g1_i2.p1
OG0011012	Shad_tr15945_c0_g1_i34.p1	Hyva_DN17545_c0_g1_i1.p1
OG0011017	Shad_tr1881_c1_g1_i3.p2	Hyva_DN32805_c0_g1_i1.p1, Hyva_DN5286_c0_g1_i1.p1
OG0011021	Shad_tr5740_c0_g1_i3.p1	Hyva_DN1700_c0_g1_i2.p1
OG0011023	Shad_tr656_c1_g2_i3.p1	Hyva_DN4540_c0_g1_i6.p1, Hyva_DN16398_c0_g1_i1.p1
OG0011024	Shad_tr30371_c0_g1_i1.p1, Shad_tr46872_c0_g1_i1.p1	Hyva_DN26539_c0_g1_i1.p1
OG0011025	Shad_tr8966_c1_g1_i1.p1	Hyva_DN38625_c0_g1_i1.p1
OG0011033	Shad_tr74410_c0_g1_i1.p1	Hyva_DN2204_c0_g1_i2.p1
OG0011036	Shad_tr26597_c0_g2_i2.p1	Hyva_DN3179_c0_g1_i3.p1
OG0011037	Shad_tr22881_c0_g1_i1.p1	Hyva_DN3145_c0_g1_i3.p1
OG0011041	Shad_tr20123_c2_g1_i1.p1, Shad_tr60578_c0_g1_i1.p1	Hyva_DN707_c0_g1_i1.p1
OG0011043	Shad_tr15614_c0_g1_i1.p1	Hyva_DN33753_c0_g1_i1.p1
OG0011045	Shad_tr20704_c0_g1_i1.p1	Hyva_DN9624_c0_g1_i1.p1
OG0011048	Shad_tr45916_c0_g1_i5.p1	Hyva_DN16725_c0_g1_i2.p1
OG0011057	Shad_tr40324_c0_g1_i2.p1	Hyva_DN34933_c0_g1_i1.p1
OG0011062	Shad_tr37614_c0_g1_i1.p1	Hyva_DN11254_c0_g3_i1.p1
OG0011064	Shad_tr22251_c0_g1_i1.p1	Hyva_DN9605_c0_g1_i1.p1
OG0011067	Shad_tr13717_c0_g1_i2.p1	Hyva_DN4660_c0_g1_i1.p1
OG0011074	Shad_tr27674_c0_g1_i2.p1	Hyva_DN6026_c0_g1_i2.p1
OG0011075	Shad_tr36399_c0_g1_i7.p1	Hyva_DN18358_c0_g1_i5.p1
OG0011080	Shad_tr33154_c0_g1_i1.p1	Hyva_DN11161_c0_g1_i1.p1
OG0011081	Shad_tr12827_c1_g1_i1.p1	Hyva_DN3690_c0_g1_i1.p1
OG0011083	Shad_tr47283_c0_g1_i1.p1	Hyva_DN30072_c0_g1_i1.p1
OG0011089	Shad_tr3002_c1_g1_i1.p1	Hyva_DN29378_c0_g1_i1.p1
OG0011093	Shad_tr5940_c0_g1_i2.p1	Hyva_DN11009_c0_g1_i1.p1
OG0011095	Shad_tr18688_c0_g1_i2.p1	Hyva_DN2176_c0_g1_i1.p1
OG0011105	Shad_tr25988_c0_g1_i1.p1	Hyva_DN37093_c0_g1_i1.p1
OG0011110	Shad_tr5111_c4_g1_i19.p1	Hyva_DN23703_c0_g2_i1.p1
OG0011116	Shad_tr15934_c3_g1_i2.p1	Hyva_DN8876_c0_g1_i2.p1
OG0011118	Shad_tr13064_c0_g1_i2.p2	Hyva_DN313_c1_g1_i1.p1
OG0011119	Shad_tr15166_c1_g2_i1.p1	Hyva_DN1960_c0_g2_i1.p1
OG0011120	Shad_tr1639_c5_g1_i1.p1	Hyva_DN38604_c0_g1_i1.p1
OG0011122	Shad_tr8628_c1_g1_i5.p1, Shad_tr96500_c0_g1_i1.p1	Hyva_DN12584_c0_g1_i8.p1, Hyva_DN11378_c0_g1_i4.p1, Hyva_DN8868_c0_g2_i2.p1, Hyva_DN19672_c0_g1_i1.p1
OG0011125	Shad_tr30728_c0_g3_i1.p1	Hyva_DN4824_c0_g1_i4.p1
OG0011127	Shad_tr4698_c0_g2_i2.p1	Hyva_DN336_c0_g1_i8.p1
OG0011132	Shad_tr109959_c0_g1_i1.p1, Shad_tr12044_c3_g1_i1.p1	Hyva_DN4773_c0_g1_i2.p1
OG0011134	Shad_tr2093_c3_g2_i1.p1	Hyva_DN32866_c0_g1_i1.p1
OG0011135	Shad_tr13147_c0_g3_i3.p1	Hyva_DN4963_c0_g1_i1.p1
OG0011137	Shad_tr20071_c1_g2_i2.p1	Hyva_DN2598_c0_g1_i2.p1
OG0011140	Shad_tr17172_c1_g1_i1.p2	Hyva_DN10020_c0_g1_i4.p1
OG0011142	Shad_tr29784_c0_g1_i1.p1	Hyva_DN14586_c0_g1_i2.p1
OG0011144	Shad_tr103417_c0_g1_i1.p1	Hyva_DN33960_c0_g1_i1.p1, Hyva_DN13209_c0_g1_i3.p1
OG0011146	Shad_tr13979_c1_g1_i3.p1	Hyva_DN1574_c0_g1_i2.p1
OG0011148	Shad_tr14993_c0_g1_i2.p1	Hyva_DN11302_c0_g1_i1.p1
OG0011149	Shad_tr5111_c1_g1_i1.p1	Hyva_DN13125_c0_g1_i1.p1
OG0011153	Shad_tr22425_c0_g1_i1.p1	Hyva_DN36494_c0_g1_i1.p1
OG0011161	Shad_tr101585_c0_g1_i1.p1	Hyva_DN6053_c0_g1_i4.p1
OG0011169	Shad_tr9791_c0_g1_i2.p1	Hyva_DN612_c0_g1_i1.p1
OG0011180	Shad_tr105857_c0_g1_i1.p1	Hyva_DN2615_c0_g1_i1.p1
OG0011181	Shad_tr21612_c0_g1_i2.p2	Hyva_DN17195_c0_g1_i2.p1
OG0011182	Shad_tr4766_c0_g2_i7.p1	Hyva_DN485_c0_g1_i1.p1
OG0011184	Shad_tr1374_c1_g1_i2.p1	Hyva_DN8067_c0_g1_i4.p1
OG0011186	Shad_tr940_c0_g1_i1.p1	Hyva_DN2886_c0_g1_i2.p1
OG0011188	Shad_tr1043_c5_g1_i1.p1	Hyva_DN5625_c0_g1_i2.p1
OG0011193	Shad_tr25668_c1_g1_i1.p1	Hyva_DN14457_c0_g1_i1.p1
OG0011196	Shad_tr58172_c0_g1_i1.p1	Hyva_DN16365_c0_g2_i1.p1
OG0011198	Shad_tr98943_c0_g1_i1.p2	Hyva_DN3313_c0_g1_i1.p1
OG0011204	Shad_tr2327_c0_g1_i2.p2	Hyva_DN2413_c0_g1_i1.p1
OG0011208	Shad_tr3331_c1_g1_i1.p1	Hyva_DN21881_c0_g1_i1.p1, Hyva_DN4749_c0_g1_i2.p1, Hyva_DN4749_c0_g2_i1.p1
OG0011212	Shad_tr18892_c0_g1_i3.p1	Hyva_DN3394_c0_g1_i3.p1
OG0011213	Shad_tr42015_c0_g1_i1.p1	Hyva_DN4885_c0_g1_i1.p1
OG0011223	Shad_tr11939_c0_g2_i1.p1	Hyva_DN4329_c0_g1_i2.p1
OG0011224	Shad_tr51600_c0_g2_i1.p1	Hyva_DN9721_c0_g1_i1.p1
OG0011230	Shad_tr18812_c0_g1_i27.p1	Hyva_DN10592_c0_g1_i7.p1
OG0011234	Shad_tr18813_c1_g1_i4.p1	Hyva_DN7609_c0_g1_i6.p1
OG0011236	Shad_tr23000_c0_g1_i2.p1	Hyva_DN3861_c0_g1_i2.p1
OG0011241	Shad_tr11811_c2_g2_i19.p1	Hyva_DN8775_c0_g1_i3.p1
OG0011243	Shad_tr5315_c0_g1_i1.p1	Hyva_DN2574_c0_g1_i1.p1
OG0011244	Shad_tr65158_c0_g1_i1.p1	Hyva_DN4249_c0_g1_i1.p1
OG0011245	Shad_tr11263_c0_g1_i5.p1	Hyva_DN4882_c0_g1_i3.p1
OG0011247	Shad_tr12241_c0_g1_i2.p1	Hyva_DN2523_c0_g1_i1.p1
OG0011252	Shad_tr20683_c0_g3_i1.p1	Hyva_DN250_c0_g1_i1.p1
OG0011253	Shad_tr20881_c0_g1_i5.p1	Hyva_DN6446_c0_g1_i3.p1
OG0011255	Shad_tr19747_c0_g1_i2.p2	Hyva_DN3827_c0_g1_i3.p1
OG0011258	Shad_tr31033_c0_g1_i1.p1	Hyva_DN10712_c0_g1_i1.p1
OG0011261	Shad_tr25823_c0_g1_i1.p1	Hyva_DN9674_c0_g1_i2.p1
OG0011263	Shad_tr19422_c0_g2_i1.p1	Hyva_DN7342_c0_g1_i2.p1
OG0011264	Shad_tr27812_c0_g1_i1.p1	Hyva_DN888_c0_g2_i2.p1
OG0011265	Shad_tr24889_c1_g2_i2.p1	Hyva_DN9735_c0_g1_i1.p1
OG0011268	Shad_tr33777_c0_g2_i1.p1	Hyva_DN8656_c0_g1_i1.p1
OG0011271	Shad_tr14822_c0_g2_i1.p1	Hyva_DN1995_c1_g1_i2.p1
OG0011277	Shad_tr11087_c2_g1_i1.p1	Hyva_DN40009_c0_g1_i1.p1, Hyva_DN6641_c0_g1_i2.p1
OG0011282	Shad_tr10905_c0_g1_i4.p1	Hyva_DN10227_c0_g1_i3.p1
OG0011283	Shad_tr12930_c0_g2_i1.p1	Hyva_DN1238_c0_g1_i1.p1
OG0011284	Shad_tr6403_c0_g1_i2.p1	Hyva_DN6130_c0_g1_i1.p1
OG0011285	Shad_tr68989_c0_g1_i1.p1	Hyva_DN2023_c0_g1_i1.p1
OG0011288	Shad_tr104741_c0_g1_i1.p1	Hyva_DN996_c0_g1_i3.p1
OG0011303	Shad_tr2183_c0_g1_i7.p1	Hyva_DN39379_c0_g1_i1.p1
OG0011311	Shad_tr17234_c0_g1_i8.p1	Hyva_DN10338_c0_g3_i1.p1
OG0011313	Shad_tr14153_c0_g2_i1.p1	Hyva_DN5578_c1_g1_i1.p1
OG0011318	Shad_tr54320_c0_g1_i3.p1	Hyva_DN36688_c0_g1_i1.p1
OG0011323	Shad_tr62384_c0_g1_i1.p1	Hyva_DN33725_c0_g1_i1.p1, Hyva_DN31032_c0_g1_i1.p1
OG0011325	Shad_tr26953_c0_g1_i1.p1	Hyva_DN10314_c0_g1_i1.p1, Hyva_DN4637_c0_g2_i4.p1
OG0011326	Shad_tr16481_c0_g1_i7.p1	Hyva_DN30196_c0_g2_i2.p1
OG0011327	Shad_tr83744_c0_g1_i1.p1, Shad_tr55180_c0_g1_i1.p1	Hyva_DN15580_c0_g1_i1.p1
OG0011351	Shad_tr36592_c0_g2_i1.p1	Hyva_DN32758_c0_g1_i1.p1, Hyva_DN35034_c0_g1_i1.p1
OG0011357	Shad_tr65677_c0_g1_i1.p1	Hyva_DN39453_c0_g1_i1.p1
OG0011389	Shad_tr100615_c0_g1_i1.p1, Shad_tr100194_c0_g1_i1.p1	Hyva_DN34686_c0_g1_i1.p1
OG0011429	Shad_tr9523_c0_g1_i2.p1	Hyva_DN7654_c0_g1_i1.p1
OG0011459	Shad_tr17660_c0_g1_i1.p1	Hyva_DN1640_c0_g1_i3.p1
OG0011471	Shad_tr30897_c0_g2_i1.p1	Hyva_DN8879_c1_g1_i3.p1
OG0011477	Shad_tr53462_c1_g1_i1.p1	Hyva_DN4587_c0_g1_i1.p1
OG0011507	Shad_tr20166_c3_g1_i1.p1, Shad_tr38811_c0_g1_i1.p1	Hyva_DN37026_c0_g1_i1.p1
OG0011524	Shad_tr3223_c2_g1_i13.p1	Hyva_DN38022_c0_g1_i1.p1
OG0011531	Shad_tr32743_c0_g1_i1.p1	Hyva_DN12973_c0_g2_i1.p1
OG0011543	Shad_tr10385_c1_g1_i9.p1	Hyva_DN16616_c0_g1_i1.p1
OG0011554	Shad_tr15087_c0_g2_i2.p1	Hyva_DN29058_c0_g1_i1.p1
OG0011561	Shad_tr16815_c0_g1_i7.p1	Hyva_DN8330_c0_g1_i6.p1
OG0011588	Shad_tr20716_c0_g1_i4.p1	Hyva_DN7449_c0_g1_i1.p1
OG0011599	Shad_tr6718_c2_g1_i2.p1, Shad_tr81827_c0_g1_i1.p1	Hyva_DN6554_c0_g1_i9.p1
OG0011603	Shad_tr45108_c0_g1_i1.p1	Hyva_DN10670_c0_g1_i1.p1
OG0011631	Shad_tr77730_c0_g1_i1.p1	Hyva_DN7775_c0_g1_i2.p1
OG0011637	Shad_tr20803_c0_g2_i1.p1	Hyva_DN8398_c0_g1_i1.p1
OG0011645	Shad_tr16603_c0_g1_i29.p1	Hyva_DN5059_c0_g1_i1.p1
OG0011646	Shad_tr54112_c0_g1_i1.p1	Hyva_DN6634_c0_g1_i1.p1
OG0011656	Shad_tr54861_c0_g1_i1.p1	Hyva_DN22763_c0_g1_i1.p1
OG0011669	Shad_tr2199_c1_g1_i1.p1	Hyva_DN6129_c0_g1_i2.p1
OG0011672	Shad_tr69595_c0_g1_i1.p1	Hyva_DN4489_c0_g1_i10.p1
OG0011727	Shad_tr33421_c0_g1_i1.p1	Hyva_DN15182_c0_g1_i2.p1
OG0011746	Shad_tr19412_c0_g1_i2.p1	Hyva_DN5398_c0_g1_i1.p1
OG0011753	Shad_tr10078_c0_g1_i1.p1	Hyva_DN8877_c0_g1_i1.p1
OG0011761	Shad_tr15353_c0_g1_i4.p1	Hyva_DN5577_c0_g1_i1.p1
OG0011762	Shad_tr30370_c0_g1_i1.p1	Hyva_DN1492_c0_g1_i1.p1
OG0011763	Shad_tr88400_c0_g1_i1.p1	Hyva_DN21930_c0_g1_i1.p1, Hyva_DN5065_c0_g2_i2.p1
OG0011780	Shad_tr39278_c1_g1_i1.p1	Hyva_DN5239_c0_g1_i1.p1
OG0011811	Shad_tr23032_c0_g3_i8.p1	Hyva_DN36133_c0_g1_i1.p1
OG0011814	Shad_tr8116_c0_g1_i18.p1	Hyva_DN1211_c0_g1_i2.p1
OG0011844	Shad_tr10519_c0_g1_i3.p1	Hyva_DN2935_c0_g1_i2.p1
OG0011850	Shad_tr1566_c3_g1_i4.p1	Hyva_DN13930_c0_g1_i2.p1
OG0011857	Shad_tr16432_c0_g1_i1.p1	Hyva_DN3309_c0_g1_i1.p1
OG0011869	Shad_tr13475_c1_g1_i4.p1	Hyva_DN5744_c0_g1_i2.p1
OG0011874	Shad_tr94905_c0_g1_i1.p1	Hyva_DN457_c1_g1_i3.p1
OG0011877	Shad_tr11303_c0_g2_i7.p1	Hyva_DN690_c0_g1_i3.p1
OG0011882	Shad_tr5312_c0_g1_i5.p1	Hyva_DN34326_c0_g1_i1.p1
OG0011888	Shad_tr7417_c0_g2_i4.p1	Hyva_DN9478_c0_g1_i1.p1
OG0011889	Shad_tr8741_c0_g2_i5.p1, Shad_tr43902_c0_g4_i3.p1	Hyva_DN12476_c0_g1_i4.p1
OG0011889	Shad_tr77066_c0_g1_i1.p1	Hyva_DN17224_c1_g1_i2.p1
OG0011892	Shad_tr20457_c2_g1_i1.p1	Hyva_DN5222_c0_g1_i2.p1
OG0011905	Shad_tr14873_c2_g1_i1.p1	Hyva_DN10325_c0_g2_i1.p1
OG0011906	Shad_tr13573_c0_g2_i1.p1	Hyva_DN1073_c0_g1_i1.p1
OG0011909	Shad_tr8052_c2_g1_i20.p1	Hyva_DN2700_c0_g5_i1.p1
OG0011910	Shad_tr13463_c0_g2_i1.p1	Hyva_DN28960_c0_g1_i1.p1
OG0011919	Shad_tr16226_c0_g2_i3.p1	Hyva_DN13517_c0_g1_i1.p1
OG0011925	Shad_tr3337_c0_g1_i2.p1	Hyva_DN1857_c0_g1_i2.p1
OG0011927	Shad_tr2559_c3_g1_i1.p1	Hyva_DN1528_c0_g1_i4.p1
